,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
241,LITTLE INDIA CONSERVATION AREA,2,BUFFALO ROAD,LITTLE INDIA CONSERVATION AREA,2 BUFFALO ROAD LITTLE INDIA CONSERVATION AREA SINGAPORE 219780,219780,30017.5654888423,32076.410116272,1.30636210970318,103.851447358466,103.851447358466,Little India
242,LITTLE INDIA CONSERVATION AREA,2,KERBAU ROAD,LITTLE INDIA CONSERVATION AREA,2 KERBAU ROAD LITTLE INDIA CONSERVATION AREA SINGAPORE 219141,219141,30051.4734700136,32122.8564280905,1.30678215152676,103.851752040748,103.851752040748,Little India
243,LITTLE INDIA CONSERVATION AREA,2,DALHOUSIE LANE,LITTLE INDIA CONSERVATION AREA,2 DALHOUSIE LANE LITTLE INDIA CONSERVATION AREA SINGAPORE 209671,209671,30068.923749594,31926.4663992375,1.30500606824514,103.851908826738,103.851908826738,Little India
244,BRIGHT HILL DRIVE,,BRIGHT HILL DRIVE,NIL,BRIGHT HILL DRIVE,NIL,27921.4673817838,37747.242558523,1.35764706185231,103.832612869346,103.832612869346,Bright Hill
245,BRIGHT HILL ROAD,,BRIGHT HILL ROAD,NIL,BRIGHT HILL ROAD,NIL,28239.8397892878,38220.1896572917,1.36192441868888,103.835473741531,103.835473741531,Bright Hill
246,BRIGHT HILL CRESCENT,,BRIGHT HILL CRESCENT,NIL,BRIGHT HILL CRESCENT,NIL,28004.651231875,37624.2395003807,1.35653332556581,103.833360915107,103.833360915107,Bright Hill
247,BRIGHT HILL EVERGREEN HOME,1,TEBING LANE,BRIGHT HILL EVERGREEN HOME,1 TEBING LANE BRIGHT HILL EVERGREEN HOME SINGAPORE 828838,828838,37111.5424490254,41600.3405511416,1.39249178523229,103.915192946223,103.915192946223,Bright Hill
248,BRIGHT HILL MRT STATION EXIT 1,,NIL,BRIGHT HILL MRT STATION EXIT 1,BRIGHT HILL MRT STATION EXIT 1,NIL,28064.6170043387,38432.7617615014,1.36384676605097,103.833899206658,103.833899206658,Bright Hill
249,BRIGHT HILL EVERGREEN HOME,100,PUNGGOL FIELD,BRIGHT HILL EVERGREEN HOME,100 PUNGGOL FIELD BRIGHT HILL EVERGREEN HOME SINGAPORE 828811,828811,37124.9287977722,41552.8736029118,1.39206250742171,103.915313218173,103.915313218173,Bright Hill
250,BRIGHT HILL MRT STATION (TE7),100,SIN MING AVENUE,BRIGHT HILL MRT STATION (TE7),100 SIN MING AVENUE BRIGHT HILL MRT STATION (TE7) SINGAPORE 575737,575737,27952.7070973367,38370.443887597,1.36328318545185,103.832893619992,103.832893619992,Bright Hill
251,BRIGHT HILL MRT STATION EXIT 2,,NIL,BRIGHT HILL MRT STATION EXIT 2,BRIGHT HILL MRT STATION EXIT 2,NIL,28021.6259644693,38355.0795866512,1.36314423622709,103.833512902819,103.833512902819,Bright Hill
252,BRIGHT HILL MRT STATION EXIT 3,,NIL,BRIGHT HILL MRT STATION EXIT 3,BRIGHT HILL MRT STATION EXIT 3,NIL,27890.2200556714,38264.9602972902,1.36232922930733,103.832332131869,103.832332131869,Bright Hill
253,BRIGHT HILL COLUMBARIUM,88,BRIGHT HILL ROAD,BRIGHT HILL COLUMBARIUM,88 BRIGHT HILL ROAD BRIGHT HILL COLUMBARIUM SINGAPORE 574117,574117,28356.1771712611,38064.8981263861,1.36051993644731,103.836519069051,103.836519069051,Bright Hill
254,SENGKANG BUS INTERCHANGE,13,SENGKANG SQUARE,SENGKANG BUS INTERCHANGE,13 SENGKANG SQUARE SENGKANG BUS INTERCHANGE SINGAPORE 545077,545077,34990.063223511,41511.3775895629,1.39168782518022,103.896129776175,103.896129776175,Sengkang
255,SENGKANG CENTRAL POST OFFICE,2,SENGKANG SQUARE,SENGKANG CENTRAL POST OFFICE,2 SENGKANG SQUARE SENGKANG CENTRAL POST OFFICE SINGAPORE 545025,545025,34774.4206382567,41614.6786463689,1.39262209345055,103.894192083207,103.894192083207,Sengkang
256,SENGKANG COMBINED TEMPLE,80,RIVERVALE CRESCENT,SENGKANG COMBINED TEMPLE,80 RIVERVALE CRESCENT SENGKANG COMBINED TEMPLE SINGAPORE 545087,545087,36214.2372660562,41254.8098148648,1.38936719968828,103.907129861835,103.907129861835,Sengkang
257,SENGKANG COMMUNITY CLUB,2,SENGKANG SQUARE,SENGKANG COMMUNITY CLUB,2 SENGKANG SQUARE SENGKANG COMMUNITY CLUB SINGAPORE 545025,545025,34769.2979636202,41623.5775243845,1.39270257285963,103.894146054021,103.894146054021,Sengkang
258,SENGKANG COMMUNITY HOSPITAL,1,ANCHORVALE STREET,SENGKANG COMMUNITY HOSPITAL,1 ANCHORVALE STREET SENGKANG COMMUNITY HOSPITAL SINGAPORE 544835,544835,34511.9932845896,41990.6595796254,1.39602238832875,103.891834051543,103.891834051543,Sengkang
259,SENGKANG COMMUNITY HUB,2,SENGKANG SQUARE,SENGKANG COMMUNITY HUB,2 SENGKANG SQUARE SENGKANG COMMUNITY HUB SINGAPORE 545025,545025,34762.200272778,41625.5347732846,1.39272027516124,103.894082276154,103.894082276154,Sengkang
260,SENGKANG FAMILY SERVICE CENTRE,223D,COMPASSVALE WALK,SENGKANG FAMILY SERVICE CENTRE,223D COMPASSVALE WALK SENGKANG FAMILY SERVICE CENTRE SINGAPORE 544223,544223,35138.882817897,41261.5085736811,1.3894280646493,103.897466975342,103.897466975342,Sengkang
261,SENGKANG FIRE STATION,50,BUANGKOK DRIVE,SENGKANG FIRE STATION,50 BUANGKOK DRIVE SENGKANG FIRE STATION SINGAPORE 545064,545064,34913.9324341659,40251.6474135965,1.38029530187169,103.895445384813,103.895445384813,Sengkang
262,SENGKANG FLOATING WETLAND,,NIL,SENGKANG FLOATING WETLAND,SENGKANG FLOATING WETLAND,NIL,33748.2473958516,41958.1466498226,1.3957285149235,103.884971178891,103.884971178891,Sengkang
263,SENGKANG FOOD INDUSTRIAL BUILDING,10,WOODLANDS LINK,SENGKANG FOOD INDUSTRIAL BUILDING,10 WOODLANDS LINK SENGKANG FOOD INDUSTRIAL BUILDING SINGAPORE 738736,738736,25135.4864846971,47868.7155473102,1.44918198824635,103.807578038414,103.807578038414,Sengkang
264,PUNGGOL POINT WOODS,430,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,430 NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 820430,820430,36661.4443343086,44374.0480617285,1.41757631243895,103.911149293615,103.911149293615,Punggol Point
265,PUNGGOL POINT WOODS,431,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,431 NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 820431,820431,36604.8649977054,44359.9207527395,1.41744856740654,103.910640874458,103.910640874458,Punggol Point
266,PUNGGOL POINT WOODS,431A,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,431A NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 821431,821431,36665.7752590273,44350.6226400174,1.41736446025745,103.911188203693,103.911188203693,Punggol Point
267,PUNGGOL POINT WOODS,431B,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,431B NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 822431,822431,36604.4507500809,44380.6516580042,1.4176360501872,103.910637158298,103.910637158298,Punggol Point
268,PUNGGOL POINT WOODS,431C,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,431C NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 823431,823431,36553.5626721876,44372.9729732145,1.41756662231148,103.910179882019,103.910179882019,Punggol Point
269,PUNGGOL POINT WOODS,432,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,432 NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 820432,820432,36566.9522596085,44335.0011217464,1.4172232148778,103.910300187859,103.910300187859,Punggol Point
270,PUNGGOL POINT WOODS,432A,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,432A NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 821432,821432,36599.3153628912,44334.8303800505,1.41722166101051,103.910590998609,103.910590998609,Punggol Point
271,PUNGGOL POINT WOODS,432B,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,432B NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 822432,822432,36671.6832667682,44273.9378860351,1.41667094985656,103.911241269144,103.911241269144,Punggol Point
272,PUNGGOL POINT WOODS,433,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,433 NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 820433,820433,36618.8601566767,44303.8658694904,1.41694162350407,103.910766616383,103.910766616383,Punggol Point
273,PUNGGOL POINT WOODS,433A,NORTHSHORE DRIVE,PUNGGOL POINT WOODS,433A NORTHSHORE DRIVE PUNGGOL POINT WOODS SINGAPORE 821433,821433,36603.3269906491,44274.1676805671,1.41667304873336,103.910627028411,103.910627028411,Punggol Point
274,OASIS,87,SCIENCE PARK DRIVE,OASIS,87 SCIENCE PARK DRIVE OASIS SINGAPORE 118260,118260,23220.1689736294,30017.7028146852,1.28774358639098,103.790369856119,103.790369856119,Oasis
275,OASIS @ ELIAS,68,ELIAS ROAD,OASIS @ ELIAS,68 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519942,519942,40104.9537515827,39912.7768747248,1.37722899730585,103.942090374434,103.942090374434,Oasis
276,OASIS @ ELIAS,70,ELIAS ROAD,OASIS @ ELIAS,70 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519943,519943,40082.8299439764,39929.426566137,1.37737958000711,103.941891583018,103.941891583018,Oasis
277,OASIS @ ELIAS,60,ELIAS ROAD,OASIS @ ELIAS,60 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519938,519938,40054.5415469306,39882.7145316899,1.37695714547341,103.941637372458,103.941637372458,Oasis
278,OASIS @ ELIAS,66,ELIAS ROAD,OASIS @ ELIAS,66 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519941,519941,40135.7803914761,39901.2714995574,1.37712493426284,103.942367369104,103.942367369104,Oasis
279,OASIS @ ELIAS,72,ELIAS ROAD,OASIS @ ELIAS,72 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519944,519944,40050.6334054088,39936.9723442085,1.37744783444568,103.941602277158,103.941602277158,Oasis
280,OASIS @ ELIAS,62,ELIAS ROAD,OASIS @ ELIAS,62 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519939,519939,40079.3281501364,39867.3073712774,1.37681779868428,103.941860091485,103.941860091485,Oasis
281,OASIS @ ELIAS,64,ELIAS ROAD,OASIS @ ELIAS,64 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519940,519940,40107.0100675924,39862.2206852734,1.37677178519203,103.942108831178,103.942108831178,Oasis
282,OASIS @ ELIAS,,NIL,OASIS @ ELIAS,OASIS @ ELIAS,NIL,40088.1418843148,39900.315606365,1.37711630918746,103.941939302685,103.941939302685,Oasis
283,OASIS @ MULBERRY,62,CHEMPAKA AVENUE,OASIS @ MULBERRY,62 CHEMPAKA AVENUE OASIS @ MULBERRY SINGAPORE 349682,349682,32970.5943371719,34925.2165201027,1.33212536679473,103.877982173519,103.877982173519,Oasis
284,BISHAN - ANG MO KIO PARK (POND GARDENS),,NIL,BISHAN - ANG MO KIO PARK (POND GARDENS),BISHAN - ANG MO KIO PARK (POND GARDENS),NIL,28331.5993566066,38579.1553769931,1.36517069591469,103.83629822663,103.83629822663,Bishan
285,BISHAN - ANG MO KIO PARK (RIVER PLAINS),,NIL,BISHAN - ANG MO KIO PARK (RIVER PLAINS),BISHAN - ANG MO KIO PARK (RIVER PLAINS),NIL,29601.0924101854,38130.6701825932,1.36111471450206,103.847705468769,103.847705468769,Bishan
286,BISHAN 8,63,BISHAN STREET 21,BISHAN 8,63 BISHAN STREET 21 BISHAN 8 SINGAPORE 574045,574045,29526.8320611613,36843.7692548782,1.34947644493454,103.847038124284,103.847038124284,Bishan
287,BISHAN 8,61,BISHAN STREET 21,BISHAN 8,61 BISHAN STREET 21 BISHAN 8 SINGAPORE 574044,574044,29489.489057322,36811.0271056369,1.3491803384667,103.846702572322,103.846702572322,Bishan
288,BISHAN 8,,NIL,BISHAN 8,BISHAN 8,NIL,29518.1734503992,36846.924480306,1.34950498011036,103.846960321386,103.846960321386,Bishan
289,BISHAN ACTIVE PARK,,NIL,BISHAN ACTIVE PARK,BISHAN ACTIVE PARK,NIL,29529.5469479607,37628.6809695382,1.35657490681766,103.847062559153,103.847062559153,Bishan
290,BISHAN BUS INTERCHANGE,514,BISHAN STREET 13,BISHAN BUS INTERCHANGE,514 BISHAN STREET 13 BISHAN BUS INTERCHANGE SINGAPORE 570514,570514,29830.0998841859,36914.5940364096,1.35011694205963,103.849763180442,103.849763180442,Bishan
291,BISHAN COMMUNITY CLUB,51,BISHAN STREET 13,BISHAN COMMUNITY CLUB,51 BISHAN STREET 13 BISHAN COMMUNITY CLUB SINGAPORE 579799,579799,29939.5000002459,36843.9821296092,1.34947834623064,103.8507462049,103.8507462049,Bishan
292,BISHAN DEPOT (SMRT),300,BISHAN ROAD,BISHAN DEPOT (SMRT),300 BISHAN ROAD BISHAN DEPOT (SMRT) SINGAPORE 579828,579828,30228.7263240162,37592.4652362168,1.35624734056497,103.853345140483,103.853345140483,Bishan
293,BISHAN DEPOT (SMRT),1800,ANG MO KIO AVENUE 1,BISHAN DEPOT (SMRT),1800 ANG MO KIO AVENUE 1 BISHAN DEPOT (SMRT) SINGAPORE 579991,579991,30299.0187219819,37494.1918125786,1.35535858543375,103.853976756031,103.853976756031,Bishan
294,CALDECOTT HILL ESTATE,33,OLIVE ROAD,CALDECOTT HILL ESTATE,33 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298270,298270,28115.0984318703,35476.0780238714,1.33710756979602,103.83435280554,103.83435280554,Caldecott
295,CALDECOTT HILL ESTATE,9,CALDECOTT CLOSE,CALDECOTT HILL ESTATE,9 CALDECOTT CLOSE CALDECOTT HILL ESTATE SINGAPORE 299117,299117,27762.2739287522,35611.4593901858,1.338331910114,103.831182470551,103.831182470551,Caldecott
296,CALDECOTT HILL ESTATE,16,OLIVE ROAD,CALDECOTT HILL ESTATE,16 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298255,298255,28182.5906781266,35459.2676094659,1.33695554204158,103.834959262633,103.834959262633,Caldecott
297,CALDECOTT HILL ESTATE,16,CALDECOTT CLOSE,CALDECOTT HILL ESTATE,16 CALDECOTT CLOSE CALDECOTT HILL ESTATE SINGAPORE 299125,299125,27717.1298969341,35623.4423941355,1.33844027975865,103.830776824785,103.830776824785,Caldecott
298,CALDECOTT HILL ESTATE,18,ANDREW ROAD,CALDECOTT HILL ESTATE,18 ANDREW ROAD CALDECOTT HILL ESTATE SINGAPORE 299951,299951,27782.4639754156,35599.597004151,1.33822463105647,103.83136389007,103.83136389007,Caldecott
299,CALDECOTT HILL ESTATE,25,OLIVE ROAD,CALDECOTT HILL ESTATE,25 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298262,298262,28190.4434946263,35376.7572069243,1.33620934717473,103.835029824252,103.835029824252,Caldecott
300,CALDECOTT HILL ESTATE,27,OLIVE ROAD,CALDECOTT HILL ESTATE,27 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298264,298264,28134.5535416203,35391.5566467587,1.33634318835776,103.834527620678,103.834527620678,Caldecott
301,CALDECOTT HILL ESTATE,26,OLIVE ROAD,CALDECOTT HILL ESTATE,26 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298263,298263,28178.0865600053,35731.5040296875,1.33941755167368,103.834918792088,103.834918792088,Caldecott
302,CALDECOTT HILL ESTATE,38,OLIVE ROAD,CALDECOTT HILL ESTATE,38 OLIVE ROAD CALDECOTT HILL ESTATE SINGAPORE 298274,298274,27912.037369675,35710.5650623031,1.33922818746567,103.832528182782,103.832528182782,Caldecott
303,CALDECOTT HILL ESTATE,41,ANDREW ROAD,CALDECOTT HILL ESTATE,41 ANDREW ROAD CALDECOTT HILL ESTATE SINGAPORE 299959,299959,28094.5854258211,35386.6705466844,1.3362990003507,103.834168483945,103.834168483945,Caldecott
304,SOUTH BUONA VISTA ROAD,,SOUTH BUONA VISTA ROAD,NIL,SOUTH BUONA VISTA ROAD,NIL,22693.1952905324,29846.0656792979,1.28618901369947,103.785635666784,103.785635666784,Buona Vista
305,NORTH BUONA VISTA DRIVE,,NORTH BUONA VISTA DRIVE,NIL,NORTH BUONA VISTA DRIVE,NIL,23320.4964205543,31912.2080002732,1.30487607572838,103.791269367015,103.791269367015,Buona Vista
306,NORTH BUONA VISTA ROAD,,NORTH BUONA VISTA ROAD,NIL,NORTH BUONA VISTA ROAD,NIL,23017.7475134462,31862.9641485711,1.30442730838327,103.788544256325,103.788544256325,Buona Vista
307,BUONA VISTA GARDENS,2,ZEHNDER ROAD,BUONA VISTA GARDENS,2 ZEHNDER ROAD BUONA VISTA GARDENS SINGAPORE 117687,117687,22835.1528958939,29439.7895728815,1.28251708251467,103.786910425377,103.786910425377,Buona Vista
308,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 4 (DS),4,HOLLAND CLOSE,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 4 (DS),4 HOLLAND CLOSE PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA BLK 4 (DS) SINGAPORE 271004,271004,23807.4450108353,32254.034994062,1.30796826743788,103.795646469655,103.795646469655,Buona Vista
309,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS),4,HOLLAND CLOSE,PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS),4 HOLLAND CLOSE PCF SPARKLETOTS PRESCHOOL @ BUONA VISTA 4 (DS) SINGAPORE 271004,271004,23807.4450108353,32254.034994062,1.30796826743788,103.795646469655,103.795646469655,Buona Vista
310,BUONA VISTA GARDENS,4,ZEHNDER ROAD,BUONA VISTA GARDENS,4 ZEHNDER ROAD BUONA VISTA GARDENS SINGAPORE 117688,117688,22777.0517456047,29526.6839296501,1.28330291475091,103.786388349806,103.786388349806,Buona Vista
311,OCBC BUONA VISTA MRT STATION,100,NORTH BUONA VISTA ROAD,OCBC BUONA VISTA MRT STATION,100 NORTH BUONA VISTA ROAD OCBC BUONA VISTA MRT STATION SINGAPORE 139345,139345,23189.1888145236,32176.2734868266,1.30726492984418,103.790091155395,103.790091155395,Buona Vista
312,BUONA VISTA MRT STATION (EW21),100,NORTH BUONA VISTA ROAD,BUONA VISTA MRT STATION (EW21),100 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (EW21) SINGAPORE 139345,139345,23207.2578019593,32171.7150982097,1.3072237082044,103.790253514502,103.790253514502,Buona Vista
313,UOB BUONA VISTA MRT STATION,100,NORTH BUONA VISTA ROAD,UOB BUONA VISTA MRT STATION,100 NORTH BUONA VISTA ROAD UOB BUONA VISTA MRT STATION SINGAPORE 139345,139345,23207.2578019593,32171.7150982097,1.3072237082044,103.790253514502,103.790253514502,Buona Vista
314,ORCHARD BOULEVARD,,ORCHARD BOULEVARD,NIL,ORCHARD BOULEVARD,NIL,27680.9322474654,31821.6122136785,1.3040517438791,103.830461436174,103.830461436174,Orchard Boulevard
315,ORCHARD BOULEVARD MRT STATION EXIT 1,,NIL,ORCHARD BOULEVARD MRT STATION EXIT 1,ORCHARD BOULEVARD MRT STATION EXIT 1,NIL,26924.0187065573,31773.5363218598,1.30362307278619,103.82365038919,103.82365038919,Orchard Boulevard
316,ORCHARD BOULEVARD MRT STATION EXIT 2,,NIL,ORCHARD BOULEVARD MRT STATION EXIT 2,ORCHARD BOULEVARD MRT STATION EXIT 2,NIL,26951.5984998364,31645.9053149186,1.30246882387243,103.823898210692,103.823898210692,Orchard Boulevard
317,ORCHARD BOULEVARD MRT STATION (TE13),20,ORCHARD BOULEVARD,ORCHARD BOULEVARD MRT STATION (TE13),20 ORCHARD BOULEVARD ORCHARD BOULEVARD MRT STATION (TE13) SINGAPORE 248654,248654,26948.2945375377,31640.7552477568,1.30242224836722,103.823868523249,103.823868523249,Orchard Boulevard
318,SKYLINE @ ORCHARD BOULEVARD,23,ANGULLIA PARK,SKYLINE @ ORCHARD BOULEVARD,23 ANGULLIA PARK SKYLINE @ ORCHARD BOULEVARD SINGAPORE 239975,239975,27583.6573507432,31721.6979503501,1.30315428073007,103.829577548446,103.829577548446,Orchard Boulevard
319,SKYLINE @ ORCHARD BOULEVARD,,NIL,SKYLINE @ ORCHARD BOULEVARD,SKYLINE @ ORCHARD BOULEVARD,NIL,27591.2025839929,31725.4122859724,1.30318787197398,103.829645345799,103.829645345799,Orchard Boulevard
320,LAKESIDE,,NIL,LAKESIDE,LAKESIDE,NIL,16637.3959509274,35150.1586104073,1.33415793802063,103.731219131213,103.731219131213,Lakeside
321,LAKESIDE FAMILY SERVICE CENTRE (JURONG EAST),302,JURONG EAST STREET 32,LAKESIDE FAMILY SERVICE CENTRE (JURONG EAST),302 JURONG EAST STREET 32 LAKESIDE FAMILY SERVICE CENTRE (JURONG EAST) SINGAPORE 600302,600302,16998.8664430575,36314.4931518231,1.3446878841616,103.734466723494,103.734466723494,Lakeside
322,LAKESIDE FAMILY SERVICE CENTRE (JURONG WEST),516,JURONG WEST STREET 52,LAKESIDE FAMILY SERVICE CENTRE (JURONG WEST),516 JURONG WEST STREET 52 LAKESIDE FAMILY SERVICE CENTRE (JURONG WEST) SINGAPORE 640516,640516,15452.2176954718,36404.8523754906,1.34550445307942,103.720569126146,103.720569126146,Lakeside
323,LAKESIDE GROVE,32,CORPORATION WALK,LAKESIDE GROVE,32 CORPORATION WALK LAKESIDE GROVE SINGAPORE 618435,618435,15250.8718593782,35848.8097193427,1.34047572605207,103.718760147971,103.718760147971,Lakeside
324,LAKESIDE GROVE,30,CORPORATION RISE,LAKESIDE GROVE,30 CORPORATION RISE LAKESIDE GROVE SINGAPORE 618344,618344,15095.5028181393,35693.9020227119,1.33907473257504,103.717364133339,103.717364133339,Lakeside
325,LAKESIDE GROVE,30,CORPORATION WALK,LAKESIDE GROVE,30 CORPORATION WALK LAKESIDE GROVE SINGAPORE 618433,618433,15228.718268076,35838.5515061766,1.34038294522007,103.718561089483,103.718561089483,Lakeside
326,LAKESIDE GROVE,3,CORPORATION WALK,LAKESIDE GROVE,3 CORPORATION WALK LAKESIDE GROVE SINGAPORE 618406,618406,15188.975981703,35755.8263825588,1.3396347932136,103.718204017042,103.718204017042,Lakeside
327,LAKESIDE GROVE,8,CORPORATION WALK,LAKESIDE GROVE,8 CORPORATION WALK LAKESIDE GROVE SINGAPORE 618411,618411,15214.5122320624,35787.3425271213,1.33991982430188,103.718433461635,103.718433461635,Lakeside
328,LAKESIDE GROVE,84,CORPORATION RISE,LAKESIDE GROVE,84 CORPORATION RISE LAKESIDE GROVE SINGAPORE 618398,618398,15149.2103284476,35756.3028308917,1.33963908511399,103.717846699618,103.717846699618,Lakeside
329,LAKESIDE GROVE,79,CORPORATION RISE,LAKESIDE GROVE,79 CORPORATION RISE LAKESIDE GROVE SINGAPORE 618393,618393,15114.785763598,35779.9273856655,1.33985272207415,103.717537365113,103.717537365113,Lakeside
330,YISHUN (TOA PAYOH) SEU TECK SEAN TONG - NKF DIALYSIS CENTRE,203,YISHUN STREET 21,YISHUN (TOA PAYOH) SEU TECK SEAN TONG - NKF DIALYSIS CENTRE,203 YISHUN STREET 21 YISHUN (TOA PAYOH) SEU TECK SEAN TONG - NKF DIALYSIS CENTRE SINGAPORE 760203,760203,28386.2692677248,45827.1084155366,1.43071857830265,103.836789569146,103.836789569146,Yishun
331,YISHUN BEACON,936D,YISHUN CENTRAL 1,YISHUN BEACON,936D YISHUN CENTRAL 1 YISHUN BEACON SINGAPORE 764936,764936,28325.3781963056,45006.807979675,1.42330007851372,103.836242396587,103.836242396587,Yishun
332,YISHUN BEACON,936B,YISHUN CENTRAL 1,YISHUN BEACON,936B YISHUN CENTRAL 1 YISHUN BEACON SINGAPORE 762936,762936,28331.7414950589,45114.8180991188,1.42427688293576,103.836299577844,103.836299577844,Yishun
333,YISHUN BEACON,936A,YISHUN CENTRAL 1,YISHUN BEACON,936A YISHUN CENTRAL 1 YISHUN BEACON SINGAPORE 761936,761936,28264.5778077655,45116.7099086363,1.42429399247954,103.835696050981,103.835696050981,Yishun
334,YISHUN BEACON,936E,YISHUN CENTRAL 1,YISHUN BEACON,936E YISHUN CENTRAL 1 YISHUN BEACON SINGAPORE 765936,765936,28273.3529199967,45008.6957938187,1.42331715176852,103.835774902327,103.835774902327,Yishun
335,YISHUN BEACON,936C,YISHUN CENTRAL 1,YISHUN BEACON,936C YISHUN CENTRAL 1 YISHUN BEACON SINGAPORE 763936,763936,28341.6933356924,45056.5698161609,1.42375010639378,103.8363890035,103.8363890035,Yishun
336,YISHUN BEACON,,NIL,YISHUN BEACON,YISHUN BEACON,NIL,28292.3770439262,45063.2807427067,1.42381079813692,103.835945851886,103.835945851886,Yishun
337,YISHUN BOARDWALK,,NIL,YISHUN BOARDWALK,YISHUN BOARDWALK,NIL,29470.4555503177,46150.6025765352,1.43364410674365,103.84653201376,103.84653201376,Yishun
338,YISHUN BOARDWALK,339,YISHUN AVENUE 6,YISHUN BOARDWALK,339 YISHUN AVENUE 6 YISHUN BOARDWALK SINGAPORE 760339,760339,29537.7235108139,46153.3794218991,1.43366921594049,103.847136480213,103.847136480213,Yishun
339,YISHUN BOARDWALK,338A,YISHUN AVENUE 6,YISHUN BOARDWALK,338A YISHUN AVENUE 6 YISHUN BOARDWALK SINGAPORE 761338,761338,29381.7911823988,46110.2473937608,1.43327915357216,103.845735278516,103.845735278516,Yishun
340,TUAS WEST ROAD,,TUAS WEST ROAD,NIL,TUAS WEST ROAD,NIL,6471.97292240876,34878.2961706842,1.33169408484925,103.639877769842,103.639877769842,Tuas West Road
341,TUAS WEST ROAD MRT STATION (EW32),131,PIONEER ROAD,TUAS WEST ROAD MRT STATION (EW32),131 PIONEER ROAD TUAS WEST ROAD MRT STATION (EW32) SINGAPORE 639609,639609,6442.92861192208,34689.3517738562,1.32998504653102,103.639616648771,103.639616648771,Tuas West Road
342,TUAS WEST ROAD MRT STATION EXIT A,,NIL,TUAS WEST ROAD MRT STATION EXIT A,TUAS WEST ROAD MRT STATION EXIT A,NIL,6407.63499272428,34674.465010887,1.3298503916278,103.639299528273,103.639299528273,Tuas West Road
343,TUAS WEST ROAD MRT STATION EXIT B,,NIL,TUAS WEST ROAD MRT STATION EXIT B,TUAS WEST ROAD MRT STATION EXIT B,NIL,6464.78509269655,34708.3317367975,1.33015670911184,103.639813026933,103.639813026933,Tuas West Road
344,LAYAR LRT STATION (SW6),11,SENGKANG WEST AVENUE,LAYAR LRT STATION (SW6),11 SENGKANG WEST AVENUE LAYAR LRT STATION (SW6) SINGAPORE 797700,797700,33198.3233218081,41554.6826597638,1.39207983659997,103.880029600546,103.880029600546,Layar
345,WOODLANDS NORTH COAST ROAD,,WOODLANDS NORTH COAST ROAD,NIL,WOODLANDS NORTH COAST ROAD,NIL,22493.8287437817,47869.2016119621,1.44918815875571,103.78383902539,103.78383902539,Woodlands North 
346,NORTH WOODLANDS WAY,,NORTH WOODLANDS WAY,NIL,NORTH WOODLANDS WAY,NIL,22826.9616682022,46795.2663022522,1.4394737731714,103.786833818067,103.786833818067,Woodlands North 
347,WOODLANDS NORTH MRT STATION EXIT 1,,NIL,WOODLANDS NORTH MRT STATION EXIT 1,WOODLANDS NORTH MRT STATION EXIT 1,NIL,22637.9852522723,47713.971751811,1.44778217342648,103.7851355073,103.7851355073,Woodlands North 
