,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE,LONGTITUDE,address
966,BEAUTY WORLD PLAZA,140,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD PLAZA,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,588176,21649.9257879127,35995.0375873558,1.34180018619223,103.776259359854,103.776259359854,Beauty World
967,DBS BEAUTY WORLD CENTRE,144,UPPER BUKIT TIMAH ROAD,DBS BEAUTY WORLD CENTRE,144 UPPER BUKIT TIMAH ROAD DBS BEAUTY WORLD CENTRE SINGAPORE 588177,588177,21681.0911870794,36062.7591135893,1.34241264188642,103.776539385406,103.776539385406,Beauty World
968,BEAUTY WORLD CENTRE,144,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD CENTRE,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE SINGAPORE 588177,588177,21681.0911870794,36062.7591135893,1.34241264188642,103.776539385406,103.776539385406,Beauty World
969,BEAUTY WORLD MRT STATION EXIT A,,NIL,BEAUTY WORLD MRT STATION EXIT A,BEAUTY WORLD MRT STATION EXIT A,NIL,21618.6633798582,35983.7038619239,1.34169768144374,103.77597845088,103.77597845088,Beauty World
970,BEAUTY WORLD MRT STATION EXIT B,,NIL,BEAUTY WORLD MRT STATION EXIT B,BEAUTY WORLD MRT STATION EXIT B,NIL,21560.7195020132,35972.5913349185,1.34159717140785,103.775457793003,103.775457793003,Beauty World
971,KING ALBERT PARK (ROAD),,KING ALBERT PARK (ROAD),NIL,KING ALBERT PARK (ROAD),NIL,22012.7163878847,35182.4985889494,1.33445194935081,103.779519409773,103.779519409773,King Albert Park
972,1 KING ALBERT PARK,1,KING ALBERT PARK,1 KING ALBERT PARK,1 KING ALBERT PARK 1 KING ALBERT PARK SINGAPORE 598326,598326,22099.2876036577,35417.0889622793,1.33657351759693,103.780297255982,103.780297255982,King Albert Park
973,KING ALBERT PARK,2,KING ALBERT PARK,KING ALBERT PARK,2 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598283,598283,22110.1665223651,35350.2748096623,1.33596927647602,103.780395022283,103.780395022283,King Albert Park
974,KING ALBERT PARK MRT STATION,2,BLACKMORE DRIVE,KING ALBERT PARK MRT STATION,2 BLACKMORE DRIVE KING ALBERT PARK MRT STATION SINGAPORE 599987,599987,22426.3220593724,35341.8887923621,1.335893496278,103.783235863233,103.783235863233,King Albert Park
975,KING ALBERT PARK MRT STATION (DT6),2,BLACKMORE DRIVE,KING ALBERT PARK MRT STATION (DT6),2 BLACKMORE DRIVE KING ALBERT PARK MRT STATION (DT6) SINGAPORE 599987,599987,22444.4895690959,35316.2479055841,1.33566161262214,103.783399113441,103.783399113441,King Albert Park
976,KING ALBERT PARK,3,KING ALBERT PARK,KING ALBERT PARK,3 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598285,598285,22141.0640498754,35279.4957327861,1.33532918187667,103.780672667966,103.780672667966,King Albert Park
977,KING ALBERT PARK,4,KING ALBERT PARK,KING ALBERT PARK,4 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598286,598286,22139.0942397639,35220.2742433492,1.3347936035681,103.780654979493,103.780654979493,King Albert Park
978,KING ALBERT PARK,5,KING ALBERT PARK,KING ALBERT PARK,5 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598287,598287,22144.7219357081,35158.3482490294,1.33423356815475,103.780705559457,103.780705559457,King Albert Park
979,KING ALBERT PARK,6,KING ALBERT PARK,KING ALBERT PARK,6 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598288,598288,22146.90761708,35121.5227671769,1.33390053211382,103.780725206121,103.780725206121,King Albert Park
980,KING ALBERT PARK,7,KING ALBERT PARK,KING ALBERT PARK,7 KING ALBERT PARK KING ALBERT PARK SINGAPORE 598289,598289,22120.6249582432,35062.8483715449,1.33336989681053,103.780489052828,103.780489052828,King Albert Park
981,TAMPINES NORTH DRIVE 1,,TAMPINES NORTH DRIVE 1,NIL,TAMPINES NORTH DRIVE 1,NIL,39084.9602801831,39300.6829399936,1.37169334607241,103.932924563561,103.932924563561,Tampines North
982,TAMPINES NORTH DRIVE 2,,TAMPINES NORTH DRIVE 2,NIL,TAMPINES NORTH DRIVE 2,NIL,39816.2836020133,38836.8698239867,1.36749901287973,103.939496037615,103.939496037615,Tampines North
983,TAMPINES NORTH DRIVE 3,,TAMPINES NORTH DRIVE 3,NIL,TAMPINES NORTH DRIVE 3,NIL,39393.2123237636,39430.8182395557,1.37287047213414,103.935695046875,103.935695046875,Tampines North
984,TAMPINES NORTH DRIVE 4,,TAMPINES NORTH DRIVE 4,NIL,TAMPINES NORTH DRIVE 4,NIL,39048.2156420404,38582.6942491102,1.36520064049459,103.932594330059,103.932594330059,Tampines North
985,TAMPINES NORTH DRIVE 5,,TAMPINES NORTH DRIVE 5,NIL,TAMPINES NORTH DRIVE 5,NIL,39106.1694437187,38480.8377124304,1.3642794717293,103.933114864606,103.933114864606,Tampines North
986,TAMPINES NORTH COMMUNITY CLUB (U/C),2,TAMPINES STREET 41,TAMPINES NORTH COMMUNITY CLUB (U/C),2 TAMPINES STREET 41 TAMPINES NORTH COMMUNITY CLUB (U/C) SINGAPORE 529204,529204,40613.0476537365,37708.087723298,1.35729040077475,103.946655026134,103.946655026134,Tampines North
987,TAMPINES NORTH COMMUNITY CLUB,2,TAMPINES STREET 41,TAMPINES NORTH COMMUNITY CLUB,2 TAMPINES STREET 41 TAMPINES NORTH COMMUNITY CLUB SINGAPORE 529204,529204,40607.2213090155,37716.3133505527,1.35736479273941,103.946602676162,103.946602676162,Tampines North
988,JTC SPACE @ TAMPINES NORTH,10,TAMPINES NORTH DRIVE 4,JTC SPACE @ TAMPINES NORTH,10 TAMPINES NORTH DRIVE 4 JTC SPACE @ TAMPINES NORTH SINGAPORE 528553,528553,38958.9847330386,38595.7119338177,1.36531840062334,103.93179253507,103.93179253507,Tampines North
989,TAMPINES NORTH BUS INTERCHANGE,20A,TAMPINES NORTH DRIVE 2,TAMPINES NORTH BUS INTERCHANGE,20A TAMPINES NORTH DRIVE 2 TAMPINES NORTH BUS INTERCHANGE SINGAPORE 529511,529511,39817.0072489679,38940.5018309262,1.36843622184598,103.939502581269,103.939502581269,Tampines North
990,TAMPINES NORTH PRIMARY SCHOOL,30,TAMPINES AVENUE 9,TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565,529565,40843.482626386,38060.3925251346,1.36047641484682,103.948725782833,103.948725782833,Tampines North
991,PETIR LRT STATION (BP7),31,PETIR ROAD,PETIR LRT STATION (BP7),31 PETIR ROAD PETIR LRT STATION (BP7) SINGAPORE 678269,678269,20580.1479736092,39972.6518196631,1.37777204259082,103.766645782497,103.766645782497,Petir
992,PETIR PARK,,NIL,PETIR PARK,PETIR PARK,NIL,20783.4927376155,39736.0834335983,1.37563265485579,103.768473040916,103.768473040916,Petir
993,TENGAH AIR BASE,730,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,730 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699803,699803,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
994,TENGAH AIR BASE,720,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,720 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699802,699802,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
995,TENGAH AIR BASE,710,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,710 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699801,699801,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
996,TENGAH AIR BASE,750,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,750 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699805,699805,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
997,TENGAH AIR BASE,780,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,780 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699808,699808,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
998,TENGAH AIR BASE,770,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,770 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699807,699807,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
999,TENGAH AIR BASE,760,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,760 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699806,699806,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
1000,TENGAH AIR BASE,820,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,820 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699812,699812,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
1001,TENGAH AIR BASE,700,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,700 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699800,699800,14562.1074241083,39988.3585725781,1.37791194786997,103.712569342884,103.712569342884,Tengah
1002,TENGAH AIR BASE,740,OLD CHOA CHU KANG ROAD,TENGAH AIR BASE,740 OLD CHOA CHU KANG ROAD TENGAH AIR BASE SINGAPORE 699804,699804,14562.1073938403,39988.358602846,1.37791194814369,103.712569342612,103.712569342612,Tengah
1003,KHATIB BONGSU PARK CONNECTOR,,NIL,KHATIB BONGSU PARK CONNECTOR,KHATIB BONGSU PARK CONNECTOR,NIL,28801.9598887358,45256.276096113,1.42555616856012,103.840524922186,103.840524922186,Khatib
1004,KHATIB CAMP,300,SEMBAWANG ROAD,KHATIB CAMP,300 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758532,758532,27348.5517255273,44881.7437280212,1.42216903693547,103.827464727929,103.827464727929,Khatib
1005,KHATIB CAMP,304,SEMBAWANG ROAD,KHATIB CAMP,304 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758536,758536,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1006,KHATIB CAMP,312,SEMBAWANG ROAD,KHATIB CAMP,312 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 757753,757753,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1007,KHATIB CAMP,310,SEMBAWANG ROAD,KHATIB CAMP,310 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758542,758542,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1008,KHATIB CAMP,306,SEMBAWANG ROAD,KHATIB CAMP,306 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758538,758538,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1009,KHATIB CAMP,308,SEMBAWANG ROAD,KHATIB CAMP,308 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758540,758540,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1010,KHATIB CAMP,302,SEMBAWANG ROAD,KHATIB CAMP,302 SEMBAWANG ROAD KHATIB CAMP SINGAPORE 758534,758534,27348.5516952593,44881.7436977532,1.42216903666175,103.827464727657,103.827464727657,Khatib
1011,KHATIB CENTRAL,,NIL,KHATIB CENTRAL,KHATIB CENTRAL,NIL,28175.3703414146,44247.6900051106,1.41643489090114,103.834894435395,103.834894435395,Khatib
1012,KHATIB CENTRAL,848A,YISHUN STREET 81,KHATIB CENTRAL,848A YISHUN STREET 81 KHATIB CENTRAL SINGAPORE 761848,761848,28270.7508419724,44263.254891986,1.41657565338286,103.835751513291,103.835751513291,Khatib
1013,KEAT HONG CLOSE,,KEAT HONG CLOSE,NIL,KEAT HONG CLOSE,NIL,17906.4728137332,39607.1021123039,1.37446528225639,103.742621220286,103.742621220286,Keat Hong
1014,KEAT HONG LINK,,KEAT HONG LINK,NIL,KEAT HONG LINK,NIL,18587.3381283043,39750.6916018458,1.37576394766407,103.748738315441,103.748738315441,Keat Hong
1015,KEAT HONG COMMUNITY CLUB,2,CHOA CHU KANG LOOP,KEAT HONG COMMUNITY CLUB,2 CHOA CHU KANG LOOP KEAT HONG COMMUNITY CLUB SINGAPORE 689687,689687,18165.6305349907,40671.9881957509,1.38409587235577,103.744949359275,103.744949359275,Keat Hong
1016,KEAT HONG AXIS,809,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,809 CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 680809,680809,18121.1646573478,39664.0898841433,1.37498079671742,103.744550138051,103.744550138051,Keat Hong
1017,KEAT HONG AXIS,808C,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,808C CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 683808,683808,18303.2842701841,39669.6732374914,1.37503135118645,103.746186610645,103.746186610645,Keat Hong
1018,KEAT HONG AXIS,809C,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,809C CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 683809,683809,18081.2247815775,39739.1651683599,1.37565973646025,103.744191224641,103.744191224641,Keat Hong
1019,KEAT HONG AXIS,807A,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,807A CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 681807,681807,18148.2488123933,39755.2760593928,1.37580545998649,103.744793478077,103.744793478077,Keat Hong
1020,KEAT HONG AXIS,808D,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,808D CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 684808,684808,18216.7472875007,39653.4331627041,1.37488445323866,103.745409019573,103.745409019573,Keat Hong
1021,KEAT HONG AXIS,808A,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,808A CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 681808,681808,18212.7721023951,39719.2721716892,1.3754798756659,103.745373277908,103.745373277908,Keat Hong
1022,KEAT HONG AXIS,807,CHOA CHU KANG AVENUE 1,KEAT HONG AXIS,807 CHOA CHU KANG AVENUE 1 KEAT HONG AXIS SINGAPORE 680807,680807,18105.7551965695,39744.4018322229,1.37570710319428,103.744411646193,103.744411646193,Keat Hong
1023,FAJAR HILLS,442C,FAJAR ROAD,FAJAR HILLS,442C FAJAR ROAD FAJAR HILLS SINGAPORE 673442,673442,21058.2999690343,40383.4830974955,1.38148756854256,103.770942229271,103.770942229271,Fajar
1024,FAJAR HILLS,443C,FAJAR ROAD,FAJAR HILLS,443C FAJAR ROAD FAJAR HILLS SINGAPORE 673443,673443,20923.6909508593,40282.0852007028,1.38057053056182,103.76973269177,103.76973269177,Fajar
1025,FAJAR HILLS,443A,FAJAR ROAD,FAJAR HILLS,443A FAJAR ROAD FAJAR HILLS SINGAPORE 671443,671443,20927.482348768,40381.1418386865,1.38146636369732,103.769766736479,103.769766736479,Fajar
1026,FAJAR HILLS,,NIL,FAJAR HILLS,FAJAR HILLS,NIL,20994.3490163367,40338.5099284444,1.38108083229582,103.770367593226,103.770367593226,Fajar
1027,FAJAR HILLS,443,FAJAR ROAD,FAJAR HILLS,443 FAJAR ROAD FAJAR HILLS SINGAPORE 670443,670443,20986.6959382622,40366.2434225455,1.38133164210104,103.770298818046,103.770298818046,Fajar
1028,FAJAR HILLS,443D,FAJAR ROAD,FAJAR HILLS,443D FAJAR ROAD FAJAR HILLS SINGAPORE 674443,674443,21025.2298964569,40286.8686317783,1.38061381455692,103.770645093029,103.770645093029,Fajar
1029,FAJAR HILLS,443B,FAJAR ROAD,FAJAR HILLS,443B FAJAR ROAD FAJAR HILLS SINGAPORE 672443,672443,20908.3930276008,40331.4791601151,1.38101722786729,103.769595216738,103.769595216738,Fajar
1030,FAJAR HILLS,442D,FAJAR ROAD,FAJAR HILLS,442D FAJAR ROAD FAJAR HILLS SINGAPORE 674442,674442,21047.003745635,40320.887242429,1.38092147169303,103.770840739111,103.770840739111,Fajar
1031,FAJAR HILLS,442B,FAJAR ROAD,FAJAR HILLS,442B FAJAR ROAD FAJAR HILLS SINGAPORE 672442,672442,21105.4940211223,40377.5416436326,1.38143384735951,103.771366304235,103.771366304235,Fajar
1032,FAJAR LRT STATION (BP10),40,FAJAR ROAD,FAJAR LRT STATION (BP10),40 FAJAR ROAD FAJAR LRT STATION (BP10) SINGAPORE 679004,679004,21052.1874405267,40724.6743432153,1.38457317668026,103.770887223018,103.770887223018,Fajar
1033,SPRINGLEAF AVENUE PLAYGROUND,,NIL,SPRINGLEAF AVENUE PLAYGROUND,SPRINGLEAF AVENUE PLAYGROUND,NIL,26791.4246885944,42527.6308937874,1.40087927084758,103.822458537752,103.822458537752,Springleaf
1034,SPRINGLEAF GARDEN,30,SPRINGLEAF RISE,SPRINGLEAF GARDEN,30 SPRINGLEAF RISE SPRINGLEAF GARDEN SINGAPORE 788010,788010,26935.226940928,42327.3397758547,1.39906791567041,103.823750726327,103.823750726327,Springleaf
1035,SPRINGLEAF GARDEN,29,SPRINGLEAF DRIVE,SPRINGLEAF GARDEN,29 SPRINGLEAF DRIVE SPRINGLEAF GARDEN SINGAPORE 788277,788277,26971.9756934429,42406.358494062,1.3997825338834,103.824080940966,103.824080940966,Springleaf
1036,SPRINGLEAF GARDEN,30,SPRINGLEAF DRIVE,SPRINGLEAF GARDEN,30 SPRINGLEAF DRIVE SPRINGLEAF GARDEN SINGAPORE 788278,788278,27012.4690798316,42359.2885104399,1.39935685129009,103.824444808701,103.824444808701,Springleaf
1037,SPRINGLEAF GARDEN,31,SPRINGLEAF AVENUE,SPRINGLEAF GARDEN,31 SPRINGLEAF AVENUE SPRINGLEAF GARDEN SINGAPORE 788449,788449,26595.1532194354,42340.8118737992,1.39918973791843,103.820694886627,103.820694886627,Springleaf
1038,SPRINGLEAF GARDEN,30,SPRINGLEAF VIEW,SPRINGLEAF GARDEN,30 SPRINGLEAF VIEW SPRINGLEAF GARDEN SINGAPORE 787934,787934,26678.1018418446,42159.8199854996,1.39755291627014,103.821440255754,103.821440255754,Springleaf
1039,SPRINGLEAF GARDEN,29,SPRINGLEAF LANE,SPRINGLEAF GARDEN,29 SPRINGLEAF LANE SPRINGLEAF GARDEN SINGAPORE 788074,788074,26733.3513848512,42099.9938022848,1.39701187224794,103.821936720134,103.821936720134,Springleaf
1040,SPRINGLEAF GARDEN,3,SPRINGLEAF RISE,SPRINGLEAF GARDEN,3 SPRINGLEAF RISE SPRINGLEAF GARDEN SINGAPORE 787983,787983,27107.3971951045,42296.5854764432,1.39878979068598,103.825297817084,103.825297817084,Springleaf
1041,SPRINGLEAF GARDEN,30,SPRINGLEAF CRESCENT,SPRINGLEAF GARDEN,30 SPRINGLEAF CRESCENT SPRINGLEAF GARDEN SINGAPORE 788344,788344,27116.5918821264,42412.336693259,1.39983660336465,103.825380435293,103.825380435293,Springleaf
1042,SPRINGLEAF GARDEN,3,SPRINGLEAF HEIGHT,SPRINGLEAF GARDEN,3 SPRINGLEAF HEIGHT SPRINGLEAF GARDEN SINGAPORE 788097,788097,27111.7389860293,42223.1310124863,1.39812549504816,103.825336833852,103.825336833852,Springleaf
1043,KRANJI CAMP,91,CHOA CHU KANG WAY,KRANJI CAMP,91 CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688256,688256,17747.9289696785,42553.0571805611,1.40110741931207,103.741195338584,103.741195338584,Kranji
1044,KRANJI CAMP,93,CHOA CHU KANG WAY,KRANJI CAMP,93 CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688257,688257,17747.9289999465,42553.0572108291,1.40110741958582,103.741195338856,103.741195338856,Kranji
1045,KRANJI CAMP,95A,CHOA CHU KANG WAY,KRANJI CAMP,95A CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688250,688250,17747.9289999465,42553.0572108291,1.40110741958582,103.741195338856,103.741195338856,Kranji
1046,KRANJI CAMP,90,CHOA CHU KANG WAY,KRANJI CAMP,90 CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688264,688264,17747.9289999465,42553.0572108291,1.40110741958582,103.741195338856,103.741195338856,Kranji
1047,KRANJI CAMP,503,LORONG KEBASI,KRANJI CAMP,503 LORONG KEBASI KRANJI CAMP SINGAPORE 688792,688792,17411.6083268262,42167.0529439617,1.39761641901129,103.73817336608,103.73817336608,Kranji
1048,KRANJI CAMP,151,CHOA CHU KANG WAY,KRANJI CAMP,151 CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688248,688248,17794.744157414,42887.2958401535,1.40413016625403,103.741615893274,103.741615893274,Kranji
1049,KRANJI CAMP,95,CHOA CHU KANG WAY,KRANJI CAMP,95 CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688249,688249,17747.9289999465,42553.0572108291,1.40110741958582,103.741195338856,103.741195338856,Kranji
1050,KRANJI CAMP,95B,CHOA CHU KANG WAY,KRANJI CAMP,95B CHOA CHU KANG WAY KRANJI CAMP SINGAPORE 688251,688251,17747.9289999465,42553.0572108291,1.40110741958582,103.741195338856,103.741195338856,Kranji
1051,KRANJI COASTAL NATURE PARK,,NIL,KRANJI COASTAL NATURE PARK,KRANJI COASTAL NATURE PARK,NIL,17118.7697613435,47003.754338257,1.44135762764844,103.735540141034,103.735540141034,Kranji
1052,KRANJI COUNTRYSIDE,,NIL,KRANJI COUNTRYSIDE,KRANJI COUNTRYSIDE,NIL,15779.9606641503,46495.7706720997,1.43676306422322,103.723509872865,103.723509872865,Kranji
1053,LABRADOR PARK MRT STATION (CC27),701,TELOK BLANGAH ROAD,LABRADOR PARK MRT STATION (CC27),701 TELOK BLANGAH ROAD LABRADOR PARK MRT STATION (CC27) SINGAPORE 109029,109029,24584.7750495933,28304.9440988898,1.27225417749656,103.802631578766,103.802631578766,Labrador Park
1054,LABRADOR PARK MRT STATION,701,TELOK BLANGAH ROAD,LABRADOR PARK MRT STATION,701 TELOK BLANGAH ROAD LABRADOR PARK MRT STATION SINGAPORE 109029,109029,24672.1010278082,28317.5716898218,1.27236838626952,103.803416232089,103.803416232089,Labrador Park
1055,UOB LABRADOR PARK MRT CIRCLE LINE STATION,701,TELOK BLANGAH ROAD,UOB LABRADOR PARK MRT CIRCLE LINE STATION,701 TELOK BLANGAH ROAD UOB LABRADOR PARK MRT CIRCLE LINE STATION SINGAPORE 109029,109029,24597.3428915245,28301.944390364,1.2722270505362,103.802744505566,103.802744505566,Labrador Park
1056,LABRADOR PARK MRT STATION EXIT A,,NIL,LABRADOR PARK MRT STATION EXIT A,LABRADOR PARK MRT STATION EXIT A,NIL,24554.6213880507,28289.2643450163,1.27211237205243,103.8023606392,103.8023606392,Labrador Park
1057,LABRADOR NATURE PARK,,NIL,LABRADOR NATURE PARK,LABRADOR NATURE PARK,NIL,24729.2494933093,27373.6450644806,1.26383185104025,103.80392982751,103.80392982751,Labrador Park
1058,TUAS VIEW CRESCENT,,TUAS VIEW CRESCENT,NIL,TUAS VIEW CRESCENT,NIL,5374.88673560535,30471.2863810603,1.29183780386131,103.630022831073,103.630022831073,Tuas Crescent
1059,TUAS CRESCENT,,TUAS CRESCENT,NIL,TUAS CRESCENT,NIL,6395.51522520599,33401.9022540881,1.3183520633288,103.639180779282,103.639180779282,Tuas Crescent
1060,SEMBCORP MARINE TUAS CRESCENT YARD,27,TUAS CRESCENT,SEMBCORP MARINE TUAS CRESCENT YARD,27 TUAS CRESCENT SEMBCORP MARINE TUAS CRESCENT YARD SINGAPORE 638741,638741,6958.19305995479,32934.1827397272,1.31411236669557,103.644247761855,103.644247761855,Tuas Crescent
1061,TUAS CRESCENT MRT STATION (EW31),90,PIONEER ROAD,TUAS CRESCENT MRT STATION (EW31),90 PIONEER ROAD TUAS CRESCENT MRT STATION (EW31) SINGAPORE 639608,639608,7495.83786702435,33698.7263109088,1.32102695598684,103.649078235627,103.649078235627,Tuas Crescent
1062,TUAS CRESCENT MRT STATION EXIT A,,NIL,TUAS CRESCENT MRT STATION EXIT A,TUAS CRESCENT MRT STATION EXIT A,NIL,7487.93090110179,33668.7817405965,1.32075614398621,103.64900720771,103.64900720771,Tuas Crescent
1063,TUAS CRESCENT MRT STATION EXIT B,,NIL,TUAS CRESCENT MRT STATION EXIT B,TUAS CRESCENT MRT STATION EXIT B,NIL,7526.56014290918,33712.7026734613,1.32115337319655,103.649354280675,103.649354280675,Tuas Crescent
1064,TAMPINES HOUSE (UWCSEA EAST CAMPUS),3,TAMPINES STREET 73,TAMPINES HOUSE (UWCSEA EAST CAMPUS),3 TAMPINES STREET 73 TAMPINES HOUSE (UWCSEA EAST CAMPUS) SINGAPORE 528705,528705,38996.1654096814,38005.0383154396,1.35997655324735,103.932126410857,103.932126410857,Tampines East
1065,PCF TAMPINES EAST 3-IN-1 FAMILY CENTRE (STUDENT CARE),203,TAMPINES STREET 21,PCF TAMPINES EAST 3-IN-1 FAMILY CENTRE (STUDENT CARE),203 TAMPINES STREET 21 PCF TAMPINES EAST 3-IN-1 FAMILY CENTRE (STUDENT CARE) SINGAPORE 520203,520203,41256.592810981,37148.3369061966,1.3522279450458,103.952437443086,103.952437443086,Tampines East
1066,TAMPINES EAST COMMUNITY CLUB,10,TAMPINES STREET 23,TAMPINES EAST COMMUNITY CLUB,10 TAMPINES STREET 23 TAMPINES EAST COMMUNITY CLUB SINGAPORE 529341,529341,41499.5319719911,37273.17596405,1.35335683374898,103.954620457783,103.954620457783,Tampines East
1067,TAMPINES EAST MRT STATION (DT33),20,TAMPINES AVENUE 7,TAMPINES EAST MRT STATION (DT33),20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623,529623,41501.0748521937,37586.6177644413,1.35619148271544,103.9546344625,103.9546344625,Tampines East
1068,DBS TAMPINES EAST BRANCH,201A,TAMPINES STREET 21,DBS TAMPINES EAST BRANCH,201A TAMPINES STREET 21 DBS TAMPINES EAST BRANCH SINGAPORE 521201,521201,41276.0395062314,37262.9986874741,1.35326489449833,103.952612234314,103.952612234314,Tampines East
1069,NEIGHBOURHOOD POLICE POST TAMPINES EAST,263,TAMPINES STREET 21,NEIGHBOURHOOD POLICE POST TAMPINES EAST,263 TAMPINES STREET 21 NEIGHBOURHOOD POLICE POST TAMPINES EAST SINGAPORE 520263,520263,41151.2611659523,37266.5460043605,1.35329703032126,103.951491024758,103.951491024758,Tampines East
1070,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 261 (KN),261,TAMPINES STREET 21,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 261 (KN),261 TAMPINES STREET 21 PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 261 (KN) SINGAPORE 520261,520261,41092.7681058105,37377.8329054546,1.35430349301699,103.950965476662,103.950965476662,Tampines East
1071,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 262 (DS),262,TAMPINES STREET 21,PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 262 (DS),262 TAMPINES STREET 21 PCF SPARKLETOTS PRESCHOOL @ TAMPINES EAST BLK 262 (DS) SINGAPORE 520262,520262,41093.3191041863,37317.3644961603,1.35375663916488,103.950970401367,103.950970401367,Tampines East
